### instance: myTrafic_1_O20_R20.txt
 - load: [81, 82, 81, 84, 82, 82, 81, 82, 80, 80, 80, 80, 82, 82, 82, 82, 81, 82, 81, 81]
 - std: 0.99472291830968
 - matrix:
 1   : 0 , 0 , 0 , 16, 2 , 12, 11, 0 , 21, 5 , 0 , 1 , 0 , 3 , 8 , 14, 8 , 2 , 0 , 6 
 2   : 0 , 11, 22, 0 , 2 , 0 , 0 , 0 , 3 , 6 , 0 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
 3   : 10, 0 , 21, 0 , 12, 0 , 7 , 8 , 0 , 4 , 0 , 0 , 10, 0 , 4 , 7 , 5 , 4 , 15, 3 
 4   : 16, 1 , 0 , 0 , 14, 0 , 1 , 0 , 4 , 0 , 9 , 0 , 0 , 9 , 4 , 0 , 0 , 0 , 0 , 0 
 5   : 1 , 0 , 4 , 3 , 5 , 0 , 0 , 20, 14, 0 , 0 , 18, 7 , 11, 1 , 0 , 2 , 0 , 0 , 4 
 6   : 0 , 5 , 0 , 0 , 15, 0 , 0 , 0 , 0 , 14, 0 , 1 , 0 , 1 , 16, 9 , 4 , 12, 15, 0 
 7   : 9 , 12, 0 , 22, 0 , 0 , 9 , 0 , 0 , 0 , 0 , 10, 0 , 8 , 3 , 0 , 0 , 0 , 19, 5 
 8   : 0 , 1 , 0 , 6 , 4 , 19, 0 , 0 , 2 , 1 , 0 , 1 , 0 , 0 , 1 , 0 , 8 , 0 , 0 , 0 
 9   : 2 , 30, 0 , 0 , 4 , 0 , 0 , 18, 0 , 0 , 12, 3 , 0 , 4 , 0 , 14, 9 , 0 , 0 , 11
 10  : 0 , 0 , 0 , 13, 0 , 0 , 11, 0 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 23, 0 , 0 
 11  : 0 , 0 , 9 , 0 , 0 , 1 , 9 , 22, 0 , 0 , 1 , 0 , 3 , 0 , 1 , 0 , 2 , 0 , 28, 9 
 12  : 9 , 0 , 0 , 0 , 1 , 3 , 0 , 0 , 0 , 6 , 0 , 2 , 10, 16, 1 , 0 , 0 , 0 , 0 , 0 
 13  : 10, 15, 0 , 5 , 0 , 0 , 4 , 3 , 0 , 0 , 15, 0 , 1 , 1 , 0 , 0 , 21, 0 , 3 , 1 
 14  : 6 , 0 , 3 , 2 , 4 , 17, 2 , 0 , 3 , 11, 0 , 0 , 1 , 7 , 0 , 0 , 0 , 16, 0 , 0 
 15  : 0 , 0 , 0 , 5 , 2 , 3 , 1 , 0 , 5 , 32, 0 , 0 , 29, 2 , 0 , 0 , 0 , 0 , 0 , 6 
 16  : 0 , 1 , 10, 0 , 0 , 1 , 0 , 0 , 0 , 0 , 22, 0 , 1 , 8 , 3 , 0 , 0 , 25, 0 , 0 
 17  : 7 , 0 , 0 , 0 , 5 , 1 , 0 , 1 , 28, 0 , 21, 5 , 4 , 0 , 26, 14, 8 , 0 , 0 , 19
 18  : 9 , 3 , 0 , 0 , 9 , 0 , 7 , 2 , 0 , 0 , 0 , 8 , 5 , 9 , 12, 0 , 0 , 0 , 0 , 4 
 19  : 2 , 0 , 1 , 10, 3 , 0 , 12, 8 , 0 , 1 , 0 , 0 , 9 , 0 , 0 , 12, 0 , 0 , 1 , 13
 20  : 0 , 3 , 11, 2 , 0 , 25, 7 , 0 , 0 , 0 , 0 , 29, 2 , 0 , 2 , 12, 14, 0 , 0 , 0 


### instance: myTrafic_2_O20_R20.txt
 - load: [77, 78, 75, 76, 75, 75, 76, 75, 76, 75, 75, 75, 77, 75, 77, 76, 75, 75, 76, 75]
 - std: 0.9233805168766387
 - matrix:
 1   : 0 , 0 , 0 , 2 , 1 , 2 , 0 , 0 , 0 , 34, 1 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 4 , 13
 2   : 0 , 0 , 0 , 10, 2 , 3 , 0 , 3 , 0 , 0 , 4 , 1 , 0 , 4 , 0 , 2 , 0 , 2 , 0 , 0 
 3   : 14, 14, 0 , 0 , 0 , 16, 9 , 2 , 0 , 0 , 6 , 27, 0 , 3 , 0 , 0 , 0 , 0 , 1 , 0 
 4   : 2 , 5 , 0 , 0 , 2 , 6 , 14, 0 , 0 , 0 , 4 , 22, 0 , 0 , 0 , 37, 0 , 0 , 0 , 8 
 5   : 0 , 0 , 4 , 2 , 3 , 0 , 6 , 0 , 1 , 0 , 0 , 6 , 10, 0 , 15, 0 , 0 , 0 , 0 , 0 
 6   : 0 , 1 , 0 , 0 , 1 , 0 , 0 , 16, 8 , 0 , 12, 0 , 0 , 0 , 0 , 0 , 0 , 3 , 11, 0 
 7   : 0 , 23, 2 , 3 , 17, 5 , 0 , 1 , 0 , 0 , 0 , 6 , 0 , 15, 0 , 0 , 0 , 0 , 1 , 0 
 8   : 4 , 7 , 18, 12, 0 , 12, 0 , 0 , 11, 11, 3 , 0 , 14, 0 , 0 , 0 , 4 , 0 , 0 , 0 
 9   : 6 , 0 , 5 , 2 , 1 , 0 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 14, 0 , 0 , 0 , 2 , 7 , 26
 10  : 0 , 0 , 0 , 0 , 1 , 2 , 0 , 6 , 13, 0 , 1 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
 11  : 1 , 0 , 16, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 10, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 9 
 12  : 2 , 1 , 0 , 12, 3 , 0 , 12, 20, 35, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13, 0 , 14, 2 
 13  : 4 , 0 , 0 , 10, 16, 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 4 , 16, 0 , 3 , 3 , 20, 0 
 14  : 3 , 1 , 0 , 4 , 13, 0 , 3 , 10, 0 , 0 , 5 , 2 , 0 , 0 , 11, 0 , 0 , 1 , 0 , 2 
 15  : 0 , 18, 0 , 0 , 4 , 0 , 17, 6 , 8 , 0 , 0 , 0 , 34, 3 , 0 , 0 , 0 , 4 , 2 , 0 
 16  : 35, 5 , 0 , 0 , 7 , 2 , 7 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 18, 4 , 2 , 0 , 9 
 17  : 5 , 0 , 0 , 7 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 15, 1 , 2 , 0 , 2 , 2 
 18  : 1 , 0 , 30, 10, 0 , 1 , 2 , 2 , 0 , 0 , 7 , 0 , 3 , 16, 3 , 0 , 0 , 1 , 3 , 0 
 19  : 0 , 0 , 0 , 0 , 0 , 9 , 0 , 1 , 0 , 30, 0 , 0 , 0 , 0 , 0 , 0 , 7 , 35, 0 , 1 
 20  : 0 , 3 , 0 , 2 , 4 , 13, 1 , 8 , 0 , 0 , 10, 10, 14, 15, 17, 18, 36, 22, 3 , 3 


### instance: myTrafic_3_O20_R20.txt
 - load: [78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 74, 78, 78, 78, 79, 79, 78, 78, 77, 78]
 - std: 0.9880869341680842
 - matrix:
 1   : 0 , 2 , 3 , 0 , 2 , 5 , 0 , 0 , 0 , 0 , 3 , 3 , 2 , 0 , 6 , 0 , 0 , 4 , 0 , 3 
 2   : 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 21, 2 , 5 , 1 , 0 , 0 , 0 , 5 , 0 , 2 , 1 
 3   : 15, 0 , 0 , 0 , 0 , 18, 0 , 0 , 4 , 1 , 9 , 0 , 9 , 1 , 0 , 0 , 0 , 8 , 0 , 0 
 4   : 2 , 0 , 0 , 22, 11, 11, 0 , 0 , 7 , 0 , 7 , 0 , 18, 2 , 0 , 0 , 0 , 0 , 4 , 0 
 5   : 4 , 8 , 0 , 0 , 7 , 0 , 6 , 1 , 0 , 2 , 12, 0 , 4 , 0 , 0 , 0 , 2 , 0 , 0 , 33
 6   : 2 , 0 , 3 , 4 , 2 , 10, 0 , 0 , 0 , 6 , 0 , 1 , 0 , 7 , 0 , 5 , 0 , 0 , 0 , 12
 7   : 0 , 0 , 23, 3 , 2 , 2 , 0 , 0 , 0 , 9 , 5 , 0 , 5 , 0 , 21, 25, 0 , 0 , 9 , 2 
 8   : 0 , 26, 0 , 8 , 1 , 6 , 3 , 20, 0 , 0 , 0 , 0 , 0 , 13, 0 , 27, 0 , 0 , 17, 9 
 9   : 0 , 0 , 2 , 3 , 0 , 0 , 11, 0 , 12, 0 , 4 , 0 , 3 , 0 , 33, 0 , 32, 1 , 0 , 5 
 10  : 4 , 0 , 8 , 0 , 0 , 1 , 0 , 0 , 8 , 6 , 1 , 26, 7 , 0 , 0 , 0 , 5 , 0 , 0 , 0 
 11  : 4 , 0 , 0 , 0 , 27, 4 , 9 , 2 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 0 , 16, 6 , 16, 0 
 12  : 4 , 0 , 25, 0 , 4 , 0 , 12, 1 , 0 , 0 , 4 , 5 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 10
 13  : 22, 3 , 0 , 14, 1 , 0 , 0 , 0 , 0 , 6 , 8 , 0 , 8 , 3 , 0 , 0 , 0 , 5 , 4 , 1 
 14  : 0 , 0 , 0 , 7 , 13, 0 , 0 , 0 , 0 , 3 , 2 , 0 , 0 , 9 , 0 , 0 , 0 , 2 , 0 , 0 
 15  : 20, 0 , 5 , 12, 1 , 6 , 0 , 27, 23, 0 , 0 , 8 , 6 , 20, 0 , 0 , 3 , 0 , 0 , 0 
 16  : 0 , 21, 0 , 4 , 0 , 0 , 21, 5 , 7 , 0 , 1 , 2 , 3 , 0 , 4 , 0 , 0 , 1 , 1 , 2 
 17  : 0 , 0 , 0 , 1 , 0 , 0 , 0 , 17, 13, 19, 2 , 25, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 18  : 1 , 0 , 0 , 0 , 1 , 0 , 1 , 1 , 4 , 0 , 7 , 0 , 10, 0 , 10, 0 , 7 , 24, 0 , 0 
 19  : 0 , 0 , 9 , 0 , 1 , 5 , 0 , 2 , 0 , 4 , 5 , 0 , 1 , 23, 5 , 3 , 2 , 17, 22, 0 
 20  : 0 , 18, 0 , 0 , 0 , 10, 15, 2 , 0 , 1 , 1 , 2 , 0 , 0 , 0 , 19, 0 , 10, 2 , 0 


### instance: myTrafic_4_O20_R20.txt
 - load: [87, 88, 88, 87, 89, 87, 86, 87, 86, 86, 89, 85, 88, 86, 88, 88, 88, 87, 90, 87]
 - std: 1.2258187382102494
 - matrix:
 1   : 7 , 13, 1 , 0 , 4 , 0 , 17, 0 , 12, 28, 7 , 0 , 0 , 10, 12, 0 , 0 , 16, 2 , 12
 2   : 0 , 0 , 7 , 0 , 2 , 0 , 0 , 31, 0 , 18, 5 , 0 , 1 , 0 , 0 , 0 , 1 , 8 , 0 , 3 
 3   : 9 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 8 , 0 , 5 , 0 , 0 , 5 , 0 , 5 , 0 , 22, 3 
 4   : 0 , 0 , 4 , 6 , 0 , 14, 24, 0 , 0 , 0 , 0 , 0 , 0 , 11, 0 , 10, 0 , 4 , 0 , 5 
 5   : 0 , 9 , 16, 20, 0 , 3 , 0 , 14, 3 , 0 , 0 , 30, 8 , 3 , 0 , 5 , 2 , 7 , 0 , 18
 6   : 4 , 0 , 12, 0 , 23, 0 , 0 , 0 , 9 , 0 , 23, 0 , 0 , 0 , 19, 19, 10, 2 , 2 , 1 
 7   : 10, 0 , 0 , 6 , 10, 2 , 0 , 6 , 0 , 13, 0 , 4 , 26, 0 , 0 , 19, 0 , 0 , 0 , 12
 8   : 1 , 17, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 29, 0 , 16, 7 , 1 , 0 , 7 , 0 , 0 
 9   : 11, 0 , 0 , 1 , 0 , 32, 0 , 0 , 0 , 5 , 13, 0 , 12, 4 , 0 , 0 , 0 , 0 , 27, 0 
 10  : 0 , 21, 27, 0 , 25, 0 , 0 , 0 , 21, 2 , 11, 0 , 9 , 0 , 0 , 27, 4 , 14, 2 , 6 
 11  : 4 , 0 , 13, 0 , 0 , 0 , 8 , 0 , 4 , 0 , 10, 0 , 2 , 6 , 0 , 0 , 28, 6 , 0 , 4 
 12  : 18, 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 10, 0 , 0 , 1 , 0 , 28, 0 , 0 , 4 , 0 , 9 
 13  : 0 , 17, 0 , 1 , 0 , 0 , 1 , 0 , 5 , 0 , 2 , 0 , 0 , 2 , 1 , 0 , 2 , 2 , 0 , 1 
 14  : 0 , 0 , 6 , 0 , 1 , 13, 0 , 18, 0 , 0 , 3 , 0 , 5 , 4 , 0 , 0 , 4 , 9 , 0 , 2 
 15  : 0 , 6 , 0 , 28, 2 , 0 , 11, 0 , 1 , 0 , 5 , 0 , 4 , 11, 8 , 0 , 0 , 2 , 0 , 0 
 16  : 0 , 1 , 2 , 8 , 9 , 2 , 0 , 0 , 0 , 0 , 0 , 17, 12, 3 , 1 , 5 , 30, 1 , 1 , 1 
 17  : 0 , 0 , 0 , 5 , 6 , 4 , 2 , 0 , 5 , 0 , 9 , 0 , 1 , 0 , 6 , 2 , 0 , 3 , 26, 10
 18  : 3 , 2 , 0 , 8 , 0 , 0 , 23, 17, 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 7 , 0 
 19  : 20, 2 , 0 , 0 , 1 , 10, 0 , 0 , 26, 0 , 0 , 0 , 5 , 2 , 1 , 0 , 0 , 0 , 1 , 0 
 20  : 0 , 0 , 0 , 4 , 0 , 7 , 0 , 1 , 0 , 0 , 1 , 0 , 2 , 14, 0 , 0 , 0 , 2 , 0 , 0 


### instance: myTrafic_5_O20_R20.txt
 - load: [77, 77, 78, 78, 77, 78, 76, 78, 78, 79, 77, 78, 77, 78, 78, 78, 78, 77, 77, 78]
 - std: 0.6805570473787205
 - matrix:
 1   : 7 , 7 , 0 , 7 , 1 , 0 , 14, 1 , 8 , 3 , 0 , 1 , 12, 0 , 3 , 3 , 16, 4 , 1 , 1 
 2   : 0 , 0 , 1 , 0 , 14, 1 , 2 , 5 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 2 , 0 
 3   : 8 , 1 , 14, 11, 0 , 0 , 0 , 0 , 3 , 0 , 11, 0 , 8 , 22, 0 , 11, 0 , 0 , 0 , 4 
 4   : 0 , 0 , 4 , 0 , 0 , 30, 14, 6 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 
 5   : 10, 0 , 3 , 5 , 0 , 0 , 0 , 35, 1 , 0 , 14, 0 , 0 , 20, 0 , 15, 6 , 0 , 0 , 0 
 6   : 0 , 2 , 0 , 0 , 1 , 0 , 0 , 5 , 2 , 14, 0 , 0 , 0 , 9 , 11, 0 , 11, 3 , 0 , 0 
 7   : 0 , 1 , 1 , 0 , 3 , 0 , 2 , 12, 9 , 0 , 11, 0 , 0 , 23, 0 , 0 , 26, 0 , 1 , 7 
 8   : 0 , 2 , 0 , 12, 0 , 0 , 13, 6 , 1 , 1 , 6 , 6 , 11, 0 , 0 , 9 , 0 , 0 , 2 , 0 
 9   : 0 , 0 , 2 , 0 , 0 , 0 , 0 , 2 , 3 , 6 , 0 , 21, 7 , 4 , 3 , 0 , 0 , 0 , 5 , 0 
 10  : 7 , 2 , 0 , 1 , 4 , 0 , 0 , 0 , 1 , 0 , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 11  : 2 , 8 , 3 , 5 , 0 , 0 , 3 , 2 , 4 , 9 , 0 , 4 , 6 , 0 , 26, 0 , 0 , 0 , 11, 0 
 12  : 10, 0 , 1 , 5 , 4 , 15, 0 , 0 , 0 , 6 , 0 , 4 , 5 , 0 , 6 , 2 , 0 , 1 , 1 , 1 
 13  : 0 , 0 , 0 , 25, 0 , 0 , 0 , 0 , 1 , 1 , 25, 7 , 0 , 0 , 1 , 0 , 0 , 20, 0 , 0 
 14  : 12, 6 , 23, 0 , 18, 0 , 0 , 0 , 1 , 0 , 4 , 18, 16, 0 , 0 , 0 , 1 , 6 , 0 , 34
 15  : 0 , 7 , 1 , 0 , 10, 2 , 0 , 0 , 7 , 8 , 0 , 0 , 3 , 0 , 17, 0 , 0 , 4 , 0 , 0 
 16  : 17, 0 , 22, 0 , 15, 0 , 0 , 3 , 17, 3 , 0 , 9 , 0 , 0 , 10, 0 , 0 , 22, 7 , 0 
 17  : 4 , 30, 0 , 2 , 7 , 17, 0 , 1 , 15, 1 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 3 , 2 , 0 
 18  : 0 , 5 , 0 , 2 , 0 , 0 , 2 , 0 , 4 , 4 , 0 , 0 , 8 , 0 , 0 , 38, 0 , 0 , 0 , 0 
 19  : 0 , 0 , 3 , 3 , 0 , 0 , 21, 0 , 1 , 4 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 31
 20  : 0 , 6 , 0 , 0 , 0 , 13, 5 , 0 , 0 , 11, 0 , 0 , 1 , 0 , 1 , 0 , 9 , 14, 35, 0 


### instance: myTrafic_6_O20_R20.txt
 - load: [88, 89, 86, 85, 86, 87, 87, 86, 86, 87, 87, 86, 87, 87, 87, 86, 86, 85, 87, 88]
 - std: 0.9880869341680842
 - matrix:
 1   : 0 , 0 , 0 , 8 , 1 , 13, 23, 2 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 7 , 10, 9 , 0 , 0 
 2   : 0 , 26, 13, 0 , 3 , 0 , 0 , 0 , 0 , 18, 0 , 1 , 0 , 0 , 0 , 4 , 0 , 4 , 6 , 0 
 3   : 11, 0 , 7 , 0 , 0 , 2 , 0 , 1 , 3 , 0 , 2 , 0 , 7 , 14, 0 , 0 , 0 , 10, 0 , 0 
